repository	commit	blob	path	kind	status	review_method	finding_ids	notes
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	b0da3d08a030a4c05758612aa88fb3351bf51838	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventJoinConfirmationCoordinator.kt	source	static-reviewed	complete source review with caller/test and server-contract checks		Full file disposition completed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	5f748a584015b324b843d88304d15cd902db4e05	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventJoinExecutionCoordinator.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	825a762bd0790d112c1f2b4d5b0b47c84a9136ab	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventLeagueStandingsCoordinator.kt	source	static-reviewed	complete source review with caller/test and server-contract checks		Full file disposition completed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7f383f92877b7bb380d6836046ae56add6169355	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventLifecycleState.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	2091094563e9020c18c4a3d815a3ba96df792b68	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventMatchEditHelpers.kt	source	static-reviewed	complete source review with caller/test and server-contract checks		Full file disposition completed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	07b084df88de684339d6e002982c62816d7dfa1f	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventMatchEditingCoordinator.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	c202daad3b9fd45ee0228cb349ab96659afcbe6f	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventMatchRules.kt	source	static-reviewed	full static review	APP-126	Custom incident definitions are built by the editor but dropped during override normalization.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	9af225709e96ed1374a068c9ea39d61974270da0	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventMembershipCoordinator.kt	source	static-reviewed	complete source review with caller/model/test context		Full file reviewed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	b52228e8afea79f48bf24246b695d837709df820	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventNotificationCoordinator.kt	source	static-reviewed	full source review with topic-routing and screen-caller trace	APP-120,TEST-006	Hard-coded tournament topic; screen callback discards typed title/body.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	b153742b52ead5756425800354c4497e98670789	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventOccurrenceRules.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	3693212a58a24ac29a3f0b3484b07e8df0d948c7	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventOrganizationTemplatesCoordinator.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	973fbbad54bf4fca305d32a33c028449be18ea72	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventOverviewCapacity.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	c75c0978c5fd908bba692e089709e5e1cd942bd1	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventParticipantManagementCoordinator.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	8b7ae1f6da2ccb5fc67af88da16f1dcd62398cbb	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventPaymentPlanBillingCoordinator.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	d1fb936abce0d55d942080222675ec26137d7b92	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventPaymentPlanHelpers.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	80fc768d0016b53c7d4f6ef8be6451abcd54ba75	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventPurchaseIntentCoordinator.kt	source	static-reviewed	full source review with purchase model and tests	APP-122,TEST-007	Required incomplete signature fails open when URL is missing; test codifies behavior.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7490aa6483354397dc0beabe6f4c46ce6db6260e	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventRegistrationActionHandler.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	0c09a5f5275422ea6fbba47be1c5092c292d768b	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventRegistrationFlowCoordinator.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	8adee836d42d8f2ac24348ae8d1a00cce82ea671	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventRegistrationFlowHelpers.kt	source	static-reviewed	complete source review with membership, caller, and Compose state context		Full file reviewed; no standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7b89e5dbd336d40e275ec7e2f43b94e7498fb00b	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventRentalResourcesCoordinator.kt	source	static-reviewed	complete source review with selection-state and component-call trace	APP-124,TEST-008	Deselected rental slot removed but its prior facility field is retained as custom.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	42efd6696d912649c8fdd3564e4997967ae560d8	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventScheduleRules.kt	source	static-reviewed	complete source review with caller/model/test context		Full file reviewed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	2a814bc603347af77dda5692247891fcdda3eb5a	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventSignatureExecutionCoordinator.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	136c17d0611a9a0ea206680b6cc5495f96fe94c3	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventSignatureFlowHelpers.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	a44d4c06179936592cd4061a2be312f9cc20c1df	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventSportRulesHelpers.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	610f86758b4c90522e5b4077a2e877ad53887386	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventSportsCatalogCoordinator.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	4e71fc2bdbd6d9297bf466418dc9b20cea788b9b	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventStaffModels.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	6d0e74f0b3b002a43dd2ffe89fa387e8d3c3b947	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventStaffPersistence.kt	source	static-reviewed	complete source review with repository/API mutation sequence	DATA-030	Invite deletions, creations, and final event update are separate non-compensated mutations.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	5d118a54779310e2dcc9d23ab0b1a66a69429555	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventWeeklyOccurrenceCoordinator.kt	source	static-reviewed	complete source review with caller/test and server-contract checks		Full file disposition completed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	a3a34ab90b7b86b80dccde57761e3ec2120f8e7b	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/EventWithdrawalActionCoordinator.kt	source	static-reviewed	complete source review with caller/model/test context		Full file reviewed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	17ca0282d681d720c672f4bc0859531bbda517c3	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/LeagueStandingsPresentation.kt	source	static-reviewed	complete source review with caller/test and server-contract checks		Full file disposition completed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	180ae002401a14a39acb018b89a0c898a3c7833b	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/MobileEventEditSupport.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	cdfa8bd1ad1ecda67a6ecca40289eb9a300653f6	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/RefundPolicy.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	9f599be95dc3e8f192aab1ff9e97a85da85a73be	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/RegistrationHoldCountdown.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	e344b0f815194aaaeada16deb2ec7bbe96b234ba	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/TournamentPoolPlay.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	142c5f38109de4ddbdb9d7c56e598d3108b49a48	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/CancellationRefundOptions.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	4b5abdb0baed97f1346d6c185821940ad7e2ab78	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/CollapsableHeader.kt	source	static-reviewed	full source review plus production reference scan	LEG-014	Definition-only abandoned event-detail composable; no production caller.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	27452b2c4feb78ee63549b05c9657d6c1b2fae2e	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/DropdownField.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	44727a017e13ba39defd63473d0a8889e0c88ae3	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/Header.kt	source	static-reviewed	full source review plus production reference scan	LEG-014	Definition-only abandoned event-detail composable; no production caller.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	b6ee50d739ab183131d09e940d6ef0b25254170b	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/LeagueConfigurationFields.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	5fe0d72c31a0a752cf5f8e416acbf721589e1771	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/LeagueScheduleFields.kt	source	static-reviewed	full static review	APP-124	Reviewed rental/time-slot UI and payload constraints; no additional finding beyond retained deselected rental field.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	5a817a58cc8ab6f7f9490dda24e9f242461d4f74	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/LeagueScoringConfigFields.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	e66e5da5d32e5460c801522face036286438a610	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/MatchCard.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	5025fac30ec7910ca907d79767314315b3477d71	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/MatchEditControls.kt	source	static-reviewed	full source review plus production reference scan	LEG-014	Definition-only abandoned event-detail composable; no production caller.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	c316f7bf991d1c69cfedd9544f0f1650d922153c	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/MatchEditDialog.kt	source	needs-followup	bracket graph implementation/test/caller review	APP-070	Bracket candidate and submit-validation sections reviewed; whole UI file remains incomplete.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	d888a7125cbdea141a9f73e83c43123b866ba073	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/MultiSelectDropdownField.kt	source	static-reviewed	full source review plus production reference scan	LEG-014	Definition-only abandoned event-detail composable; no production caller.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	94ec324686dc112afb41dec5b7322b697d1c18b5	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/NumberInputField.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	c015b23cd9c32d8b2e865e61f66b8907f2e8e138	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/ParticipantsVeiw.kt	source	static-reviewed	full static review	APP-128,APP-130,APP-131,APP-132	Composition-time FAB write plus participant billing unit, duplicate-action, and stale-response defects.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	9b26ea6ef2175aa723a1b15a6868e9af8f377d2c	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/PointsTextField.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7c0ced1e0ed3c24b4b37764231c149098ac828a2	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/RegistrationOptions.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	25d6e5fbec303ca940871c4f672a1aa2381a2afd	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/ScheduleView.kt	source	static-reviewed	full static review	APP-128,APP-129	Direct composition-time FAB state write; legacy team arrays used for My Matches filtering.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	a42e0f51961839bca4bb8773b57388cfd7e05cbc	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/SelectEventImage.kt	source	needs-followup	Targeted static review plus Android v1.6.14 photo-picker runtime	APP-017	System picker returned with no upload, thumbnail, or error; exhaustive whole-file review pending.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7acc6196e13ae9d67e92993a48411fb1f77bdb46	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/SendNotificationDialog.kt	source	static-reviewed	full source review with topic-routing and screen-caller trace	APP-120,TEST-006	Hard-coded tournament topic; screen callback discards typed title/body.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	581b0663539c1efdb692ae4c7befcc22dd2feedf	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/SetCountDropdown.kt	source	static-reviewed	full source review plus production reference scan	LEG-014	Definition-only abandoned event-detail composable; no production caller.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	9500b0c0e587015d605270a069f6229af72654ac	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/TeamSelectionDialog.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	5313f2b2e0c43c3d8fb88b86e3d8fa7988b5ee23	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/TeamSizeLimitDropdown.kt	source	static-reviewed	full source review plus production reference scan	LEG-014	Definition-only abandoned event-detail composable; no production caller.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	ec4dd2d5733673c9de08ffa15d545afc8d3ec67a	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/TextInputField.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	b2d642100b728c386d1837f9066978bfe9457fac	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/composables/TournamentBracketView.kt	source	static-reviewed	full static review	APP-127	Bracket view has no empty branch and remains zero-height without rounds.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	fa3323df762224fa42ee01af0f2f9ef274a12a74	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/division/DivisionDetailEditList.kt	source	static-reviewed	complete source review with caller/test and server-contract checks		Full file disposition completed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	f7d3799a935794ca652eb18a9b1be88142e63db7	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/edit/RequiredDocumentsSection.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	44dc20b99dd3a5dfd8416f10f14aca6ead7b3ede	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/readonly/EventDetailsReadOnlyContent.kt	source	static-reviewed	complete source review with caller/test and server-contract checks		Full file disposition completed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	259d90c11b083db4ac4cdcb14cfc03876e734aa7	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/readonly/ReadOnlyDivisionContent.kt	source	static-reviewed	complete source review with caller/model/test context		Full file reviewed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	a868163e07cbc09c2020c2476b904707e91bb425	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/readonly/ReadOnlyHostContent.kt	source	needs-followup	Targeted static architecture data-flow platform and legacy trace	DB/DATA/APP/UI/LEG findings in README	Concrete behavior proven; full-file review and remaining runtime states still required.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	6e5f2b08d82f3f7715ef71dfe11679e00108f127	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/readonly/ReadOnlyScheduleContent.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	9647d9fa1eb5423858d2ee195a1c304533666bf2	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/shared/DetailRows.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	b5a21a186a7a2d1a2aebbe1fa901ba26fbb55483	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/shared/EventBackgroundImage.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7d942b029f125fca2ae32867838ba93b79213075	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/shared/EventDetailTheme.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	582fe41da0b0387f98eabf238e78f6434ab2c1b9	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/shared/EventHeroPrimitives.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	cdaccd8641f4ac900bf765f06250ff517da00c38	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/shared/EventSectionCard.kt	source	static-reviewed	full static review		No new finding.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7f3bfd2bd97f9738bf15dd26962570d67ee5537a	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/shared/FormControls.kt	source	static-reviewed	full source review with caller/model/context checks		Complete helper/coordinator/composable review; no additional standalone finding promoted from this file.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	57e26242af195d2881f9178c9379db18b0d52bf3	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventDetail/staff/EventStaffContent.kt	source	static-reviewed	complete source review with caller/model/test context		Full file reviewed; no additional standalone finding promoted.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	1ad8c27b626b01bcf3b3c575afc7f8d2a103aa99	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventManagement/EventManagementComponent.kt	source	needs-followup	event creation/management contract review	APP-055,APP-077	Complete component implementation and repository pagination contract review.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	f807d3a7ff8d5b2cccc88d151ad8878cbe903852	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventManagement/EventManagementScreen.kt	source	needs-followup	event creation/management contract review	APP-013,APP-014,APP-015,APP-016,SEC-037,APP-077	Complete screen source review; existing runtime findings retained.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	13740fa0e2e3ee9d82ac284f8faad433889747df	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventMap/EventMap.kt	source	static-reviewed	Full source review reconciled with previously reviewed Android actual implementations and call sites		Common map expects, action controls, and spacing tokens reviewed; active callers traced.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	5573320229d907fe1869f0f6331538af2818c764	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventMap/MapActionButtonTokens.kt	source	static-reviewed	Full source review reconciled with previously reviewed Android actual implementations and call sites		Common map expects, action controls, and spacing tokens reviewed; active callers traced.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	160b45a64b0368ff988866b59eb8ed8667cc4c6a	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventMap/MapComponent.kt	source	static-reviewed	Full source review reconciled with previously reviewed Android actual implementations and call sites		Common map expects, action controls, and spacing tokens reviewed; active callers traced.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	16551299789c7e731676cb9baa769cef3bbc906d	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventMap/MapCurrentLocationButton.kt	source	static-reviewed	Full source review reconciled with previously reviewed Android actual implementations and call sites		Common map expects, action controls, and spacing tokens reviewed; active callers traced.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	7ea9f679e8cf66f8b30a1b441b33015d9cb61593	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventMap/MapFloatingActionButton.kt	source	static-reviewed	Full source review reconciled with previously reviewed Android actual implementations and call sites		Common map expects, action controls, and spacing tokens reviewed; active callers traced.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	dd9e671864a623a21282c1e9dfec77630ffc95dc	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventMap/composables/MapEventCard.kt	source	needs-followup	Full source review plus full Kotlin reference scan	LEG-010	Active map cards/markers reviewed; AnimatedMarkerContent and MaterialMarker are definition-only.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	664558bb6a231b6589cb75cb4a4ade53fcaa2cb9	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/EventSearchComponent.kt	source	needs-followup	Targeted static architecture data-flow platform and legacy trace	DB/DATA/APP/UI/LEG findings in README	Concrete behavior proven; full-file review and remaining runtime states still required.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	0b992539b973659d1ca707acd5f61dd23cad67ef	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/EventSearchScreen.kt	source	needs-followup	Full composable/source review and layout-state tracing	APP-093	Discover tabs, filters, search overlay, map integration, and suggestions reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	49f50442404fcd6f6ee1315231685840442e95ab	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/RentalAvailabilityLoader.kt	source	needs-followup	Full source review reconciled with event/match/field repositories and server rental validation	APP-088,APP-089,TEST-004	Busy-block enumeration, occurrence expansion, and tests reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	61f5a4750e00cdd36a89569b2c4268133f52f0ad	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/composables/EmptyDiscoverListItem.kt	source	static-reviewed	Full source review with caller/data-model tracing		Discover list pagination triggers, cards, placeholders, mapping, labels, and navigation callbacks reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	87dc3e9ad7e96af5676c148297359b76957bc40d	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/composables/StylizedText.kt	source	needs-followup	Full source review and full Kotlin reference scan	LEG-011	Definition-only volleyball-specific stylized text experiment.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	d7ddb0fb625c4cbda487358955a80508297e6924	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/tabs/events/EventList.kt	source	static-reviewed	Full source review with caller/data-model tracing		Discover list pagination triggers, cards, placeholders, mapping, labels, and navigation callbacks reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	9c01027503446fd097d5eba8ec1a5f358d9f0498	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/tabs/events/composables/EventsTabContent.kt	source	static-reviewed	Full source review with caller/data-model tracing		Discover list pagination triggers, cards, placeholders, mapping, labels, and navigation callbacks reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	187916c4d8c53801d8f43f6f7cc26b708f5b06e8	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/tabs/organizations/DiscoverOrganizationList.kt	source	static-reviewed	Full source review with caller/data-model tracing		Discover list pagination triggers, cards, placeholders, mapping, labels, and navigation callbacks reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	6d23d0c93893b1890ba8ce69e3694e0196ce13d9	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/tabs/organizations/OrganizationMappers.kt	source	static-reviewed	Full source review with caller/data-model tracing		Discover list pagination triggers, cards, placeholders, mapping, labels, and navigation callbacks reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	087bd8f3e4f38d7b1350bd062d7de6633bbc5971	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/tabs/organizations/composables/DiscoverOrganizationCard.kt	source	static-reviewed	Full source review with caller/data-model tracing		Discover list pagination triggers, cards, placeholders, mapping, labels, and navigation callbacks reviewed.
mvp-app	680c96c00afadc4f932422e148604c488f606cf1	ff7f472011192214a18c012157fdf6885b25fbfd	composeApp/src/commonMain/kotlin/com/razumly/mvp/eventSearch/tabs/organizations/composables/DiscoverOrganizationCardPlaceholder.kt	source	static-reviewed	Full source review with caller/data-model tracing		Discover list pagination triggers, cards, placeholders, mapping, labels, and navigation callbacks reviewed.
